Related Ids	Улица	Дом	Корпус	Строение	Год постройки	Этажность	Тип дома	Назначение	Высота этажа	Общая площадь	Лифт
74503, 74733, 74765, 67169, 26086, 18226, 24653, 7153, 65449, 1224452, 80565, 42251, 44869, 75721, 18235, 72398, 67167, 67168, 1223848, 6940, 43076, 1244523, 71763, 20701, 17989, 23646, 20167, 54332, 62547, 28871, 72861, 29741, 43141, 34636, 29797, 44244, 67170, 14700, 51236, 1174992, 23304, 1225163, 2051, 23239, 4526, 18227, 75722, 1244455, 6283, 27114, 72819	улица Валовая	35									
1392144, 1068301, 1060773, 1380633, 37885, 29709, 62571, 64683, 1066523, 1468914, 1066326, 1224813, 152, 74852, 34694, 60564, 1173909, 1224542, 1224013, 67707, 1244871, 19932, 81550, 1175425, 1244896, 1060970, 7074, 14284, 57193, 1392544, 1469553, 1392356, 1175424, 1467776, 57143, 1063566, 63597, 11997, 1392538, 1175268, 14771, 43811, 16366, 30623, 1063081, 1222669, 1061962	бульвар Гоголевский	11									
3817, 1449016, 1059373, 81918, 76341, 1224741, 80406, 28333, 10605, 61652, 6656, 74945, 60852, 64859, 1448512, 1063745, 1063626, 1067171, 70500, 64242, 23278, 18003, 20473, 1063592, 1224383, 57222, 1466591, 62622, 1469114, 32589, 14661, 1061288, 1061325, 1392265, 74597, 1241342, 1448927, 30592, 34156, 47051, 1067181, 42854, 1467369, 69353, 6694, 68018, 18000, 12333, 16434, 1067163, 27650, 5568, 27697, 23788, 54813, 20006, 28596, 2059, 65467, 50665, 43248, 41002, 38786, 16334, 51776, 1060923, 55764, 60561, 65985, 1059860, 1060205, 43956, 2784, 16004, 1175752, 10133, 48925	проспект Олимпийский	16		5							
74563, 1060825, 29529, 23391, 62375, 75903, 22165, 60949, 10042, 28261, 42426, 63951, 33985, 34609, 9560, 84415, 16140, 30038, 16392, 49541, 67394, 81478, 1224664, 27122, 24734, 4284, 1224941, 10459, 42744, 35258, 1063702, 84100, 1060380, 1224923, 1469694, 32540, 32039, 1469574, 1469585, 1448889, 1175111, 42848, 1065329, 1067798, 81735, 52493, 66920, 48508, 47509, 50294, 24652, 1225139, 23057, 28353, 32745, 28612, 50298, 1376730, 67988, 1448657, 75124, 14397, 49017, 49606, 1376739, 1064028, 78939, 13946, 57529, 1175760, 1062312, 1062441, 1063151, 2076, 1060739, 83069, 1063653, 75512, 15548, 1244254	улица 1-я Тверская-Ямская	21									
81594, 2518, 71687, 1064164, 1064189, 67146, 65853, 46856, 51241, 75133, 76925, 81593, 75698, 65852, 43158, 18078, 73073, 18077, 39043, 25226, 1068093, 1175960, 1065732, 83659, 72005, 1174911, 71336, 15249, 32653, 37424, 18082, 56141, 1467981, 14120, 77215, 1068087, 23599, 57238, 64758, 4491, 83809, 29610, 13190, 4514, 24048, 57137, 18071, 67147, 18085, 18062, 1376567, 1376702, 72276, 72903, 32651, 72713, 1060975, 5592, 47386	проспект Ленинградский	72	1								
1467751, 1060785, 56446, 78878, 78877, 78876, 51856, 80821, 10867, 75432, 78683, 63918, 19017, 47941, 1241641, 1224748, 49840, 57577, 65564, 1224365, 1225076, 42867, 17301, 64390, 1066801, 26178, 1392021, 1060461, 1380639, 1175880, 70450, 484, 40851, 29026, 78879, 1392550, 63163, 31296, 1484336, 1065867, 1067548, 71271, 1467748, 1467785, 1063513, 1068327, 1468446, 1066980, 51274, 3905, 82874, 1063765, 1376699, 1392451, 1469685, 36927, 63410, 75433, 56758, 30713, 76915, 1064208, 1064220, 77710, 39123, 1063150, 1224354, 15361, 1060437, 1060804, 2417, 82953, 13396, 35701	проспект Ленинский	15а									
78817, 78814, 78815, 71894, 78810, 9402, 78809, 9940, 1224769, 455, 81426, 43914, 45924, 78811, 75349, 66899, 1224464, 6680, 1223092, 66901, 43925, 32101, 43936, 35484, 20542, 16036, 23520, 37112, 33047, 453, 73241, 1065043, 54080, 66957, 75347, 48239, 75350, 8289, 66902, 15163, 75353, 20569, 43922, 32098, 75345, 13928, 1063569, 1067695, 66896, 30571, 75346, 75351, 16029, 66897, 78819, 48355, 56988, 81427, 75352, 78813, 78816, 1244525, 66900, 75354, 13924, 75348, 47719, 66898	набережная Космодамианская	52		11							
1379828, 15680, 19302, 19645, 20214, 20670, 46686, 1056814, 75535, 75536, 1064084, 9722, 18362, 1380651, 84077, 79787, 37600, 61946, 65625, 913457, 12926, 23229, 81492, 7174, 8498, 42014, 65922, 66295, 1224921, 1225007, 62150, 273, 66933, 66932, 81493, 32865, 47763, 25774, 70081, 54219, 1142, 3859, 29399, 1375149, 57849, 33894, 43103, 60696, 74692, 30537, 49306, 7060, 13968, 1469592, 29532, 70174, 1063533, 10166, 66019, 1066369, 43865, 1068057, 70173, 28859, 60070, 1060563, 33698, 3225, 26432, 37136, 3836, 1224677, 2032, 1807, 24299, 28120, 1225160, 65432, 56558, 1174899, 1469315, 1392381, 1469562, 1448635, 37804, 46267, 66296, 70050, 17557, 57006, 71611, 1175775, 1469741, 1376701, 26128, 48166, 42232, 81494, 32266, 9970, 76598, 10497, 64231, 1062443, 58799, 1062743, 62912, 1063168, 1063173, 2377, 1062709, 70362, 59955, 78963, 56164, 19777, 6627, 19417, 60695, 5324, 7019, 78487	переулок 4-й Лесной	4									
1063823, 11384, 14119, 66946, 68235, 75276, 67507, 40880, 76574, 1063055, 73968, 75062, 62648, 6877, 57489, 68777, 83844, 78100, 7210, 1062760, 1067635, 24657, 7146, 7173, 46884, 59116, 53502, 64875, 1469588, 81611, 81614, 1223005, 65782, 1224663, 66048, 32743, 66748, 1067556, 75060, 14261, 31103, 32746, 10060, 42847, 62558, 62624, 32749, 1224526, 1469781, 77989, 18718, 62556, 62557, 20420, 74552, 16481, 81612, 81613, 1244864, 22226, 32742, 1175687, 44336, 1061367, 1063864, 1067372, 66013, 50384, 1224928, 1376706, 32627, 59780, 30606, 36733, 913427, 32756, 66725, 1469591, 1392199, 60636, 44324, 1484286, 57013, 14130, 12178, 1065635, 1065772, 82958, 75061, 55339, 26081, 24654, 51643, 15168, 24181, 24187, 21757, 23035, 20488, 43005, 3003, 40695, 1376777, 1401, 1448636, 12362, 56146, 1469638, 32739, 1469594, 1067756, 44221, 14581, 18182, 54309, 72966, 1175712, 8021, 75070, 81610, 60351, 30542, 75071, 1224922, 41643, 1062779, 1063153, 1812, 75713, 1244865, 1063644, 10752, 44337, 77218	улица Лесная	7									
1468884, 56148, 72878, 65520, 74528, 74592, 66741, 29827, 23326, 24219, 80414, 55333, 29754, 25600, 68037, 78842, 1172018, 51562, 16754, 1172087, 83135, 8078, 33272, 1241951, 1223795, 1222934, 73174, 27263, 22101, 45468, 55009, 66984, 53341, 41100, 1242358, 1223560, 1223731, 1066030, 1223856, 49537, 67409, 67542, 1065567, 1243991, 1065805, 1173301, 74421, 1242340, 50003, 71834, 83547, 49070, 65781, 1061302, 1380630, 1175017, 23124, 39850, 1380059, 1242021, 913553, 14981, 13639, 76988, 1380435, 1391838, 70098, 74196, 70330, 41126, 42912, 1483940, 12046, 14040, 43412, 69704, 32886, 22852, 1484224, 1065153, 1175284, 1175530, 1467714, 56600, 84293, 1468336, 6271, 5175, 1062102, 57627, 9286, 29298, 1360, 1223758, 1380627, 50147, 31041, 56515, 46387, 46626, 20209, 11953, 49810, 75376, 46528, 68036, 15082, 1222232, 76197, 65812, 51033, 70373, 58485, 7874, 1063340, 1221268	переулок Подкопаевский	4									
17587, 48140, 42305, 7183, 552, 9918, 74475, 811, 51923, 23442, 73197, 1222832, 1222833, 1064155, 67109, 44614, 71320, 1063039, 48647, 1222906, 30814, 51751, 35478, 64666, 25658, 10337, 83883, 57333, 84236, 74474, 10151, 59115, 1224956, 1376655, 60698, 1063204, 77701, 81508, 81507, 21365, 81509, 10119, 63444, 81749, 51892, 43288, 26189, 54311, 40779, 1224301, 65446, 83081, 65533, 1067035, 6780, 52991, 66429, 28085, 1223308, 74476, 18688, 11811, 28288, 66238, 49540, 56585, 19245, 41634, 41833, 48042, 14277, 14490, 1469409, 1224925, 41713, 17175, 17571, 82795, 43058, 68240, 14146, 75549, 31164, 33693, 49158, 68242, 67400, 1243410, 68241, 82877, 1469076, 55833, 77197, 1225144, 8621, 81506, 1469748, 53476, 84352, 1376729, 74072, 56590, 35888, 32341, 82976, 33616, 70241, 1064967, 1174303, 14587, 10186, 68243, 1242541, 1223107, 15025, 1469695, 1376681, 1062778, 1063515, 1175756, 54255, 73079, 75548, 76135, 33597, 45017, 79113, 1469555, 1469640, 1392277, 1469725, 49029, 19335, 19644, 21198, 74610, 74757, 44542, 17950, 61887, 35240, 48634, 64224, 64170, 74473, 68239, 35983, 47363, 32686, 17576, 17606, 43490, 32292, 32294, 1067785, 17598, 17601, 57874, 1171463, 1174557, 71233, 1467825, 56226, 56912, 57334, 83108, 68663, 70150, 16196, 1068325, 1379679, 1062608, 6292, 2166, 2757, 23148, 1063491, 24612, 27477, 68343, 3140, 43971, 1066, 28209, 1067766, 13295, 28304, 24113, 28311, 16909, 54413, 1224942, 1066716, 46434, 1469569, 1448960, 71020, 1999, 57516, 1469696, 30970, 32036, 74696, 44287, 75140, 29186, 1039, 37532, 44376, 41836, 55775, 56605, 20107, 58129, 68653, 17594, 17593, 43026, 75547, 48646, 70272, 57196, 57224, 57375, 76084, 78972, 70526, 68654, 66588, 12060, 32295, 29961, 58331, 1469746, 1061710, 76880, 52069, 15197, 1062318, 59042, 1064366, 1062578, 1244651, 1224953, 1175162, 1056817, 40874, 78971, 2870, 8972, 30601, 1068031, 42970, 72028, 13681, 72863, 72868, 32293	улица Земляной Вал	9									
658, 61818, 1224594, 75126, 39202, 3468, 57859, 1064970, 66303, 67657, 1062631, 20113, 22352, 17905, 26522, 78997, 71680, 75969, 10527, 57400, 72873, 36991, 30766, 21694, 1065744, 3813, 176, 10063, 22990, 1062772, 74470, 25343, 10770, 66302, 1067641, 44361, 22211, 1174570, 63171, 64760, 14361, 14370, 32517, 58759, 1224329, 35843, 6646, 1226484, 54954, 15593, 65967, 1224814, 6683, 17890, 1067715, 1225070, 57860, 66777, 27290, 31450, 32507, 41981, 67525, 81805, 17844, 1242442, 1223764, 1223865, 19452, 76403, 1222093, 67656, 67660, 1067571, 1067478, 1175398, 1469073, 84266, 1067786, 1066664, 1225207, 1376500, 1063829, 1469742, 1468969, 67658, 14366, 913502, 83521, 68222, 1448843, 1448905, 48798, 29702, 15699, 61127, 75635, 32049, 52044, 57156, 32516, 1067041, 65624, 47607, 1064524, 1068070, 66696, 40203, 56379, 73762, 1062964, 57155, 1175196, 58758, 22567, 1066063, 1067605, 17384, 1379493, 1067123, 1468773, 14368, 24177, 11049, 1065570, 62552, 1175956, 1061776, 45232, 23121, 23879, 2788, 41143, 48242, 29820, 22448, 36878, 1175231, 56172, 51167, 36678, 913423, 17919, 1468802, 15930, 37738, 43230, 19023, 40202, 65891, 1063772, 34022, 1376312, 1175031, 1468885, 1064033, 77839, 51036, 32372, 39730, 57876, 51716, 13549, 1062513, 49148, 1063000, 1063218, 3918, 8588, 10500, 79918, 1066703, 3117, 67526, 66304, 51180, 5671, 17918, 67659, 32366, 75051, 1376499, 1469675, 46, 4905, 46483, 1063011	набережная Серебряническая	29									
14327, 83177, 74433, 17317, 4265, 5919, 18318, 1060819, 1062654, 1064699, 65830, 28041, 18549, 55843, 83926, 20223, 76303, 30201, 62796, 9103, 9422, 1065832, 16180, 1062501, 27663, 24210, 64321, 57178, 25687, 26053, 1065846, 1062381, 7578, 1066578, 83949, 69387, 62810, 1065237, 69511, 1063852, 1221900, 70007, 1067147, 33049, 63043, 1242326, 49052, 1067297, 82078, 1063704, 1066820, 1171053, 44983, 1244141, 1244307, 1244390, 1223447, 1065739, 84409, 1241536, 4266, 1376516, 81627, 1064268, 1061021, 1061639, 1063979, 1224862, 75944, 1243757, 76638, 1380640, 52056, 1175734, 1469779, 32840, 74726, 43113, 43175, 53007, 68874, 69180, 1469128, 1392239, 32838, 42455, 1061769, 65837, 1469655, 1469662, 1469663, 1241347, 60490, 19172, 47981, 9242, 47577, 76637, 62861, 1065324, 57996, 58674, 79543, 1066370, 1468461, 1067551, 56260, 45427, 12622, 1135, 18314, 1046, 8645, 1169, 18921, 14678, 21992, 13729, 28222, 10791, 28052, 32240, 1063853, 1376054, 50109, 1380893, 1064750, 33703, 36639, 18913, 1392237, 1469366, 1448861, 73627, 1175264, 28138, 69532, 16012, 1063962, 1376577, 31194, 74624, 26039, 26072, 50497, 50678, 82297, 59255, 32431, 37070, 17639, 57068, 38845, 57549, 1223234, 15715, 1899, 75905, 75972, 14075	улица Одесская	2	а								
